Symbol Name,Reference,Value,Footprint,Datasheet,Description,Manufacturer,MPN,Tolerance,Series,Trustedparts Search,Maximum DC Current (A),Maximum DC Resistance (Ω)
L_XAL7030-161ME,L,160 nH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 160 nH ±20%,Coilcraft,XAL7030-161ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-161ME,32.5,1.260
L_XAL7030-301ME,L,300 nH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 300 nH ±20%,Coilcraft,XAL7030-301ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-301ME,27.6,1.920
L_XAL7030-601ME,L,600 nH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 600 nH ±20%,Coilcraft,XAL7030-601ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-601ME,23.0,3.300
L_XAL7030-102ME,L,1 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 1 µH ±20%,Coilcraft,XAL7030-102ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-102ME,21.8,5.000
L_XAL7030-152ME,L,1.5 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 1.5 µH ±20%,Coilcraft,XAL7030-152ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-152ME,15.0,8.360
L_XAL7030-222ME,L,2.2 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 2.2 µH ±20%,Coilcraft,XAL7030-222ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-222ME,12.9,15.070
L_XAL7030-272ME,L,2.7 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 2.7 µH ±20%,Coilcraft,XAL7030-272ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-272ME,11.4,17.300
L_XAL7030-332ME,L,3.3 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 3.3 µH ±20%,Coilcraft,XAL7030-332ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-332ME,10.0,21.450
L_XAL7030-472ME,L,4.7 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 4.7 µH ±20%,Coilcraft,XAL7030-472ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-472ME,9.0,30.000
L_XAL7030-562ME,L,5.6 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 5.6 µH ±20%,Coilcraft,XAL7030-562ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-562ME,7.3,32.320
L_XAL7030-682ME,L,6.8 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 6.8 µH ±20%,Coilcraft,XAL7030-682ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-682ME,6.8,51.750
L_XAL7030-822ME,L,8.2 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 8.2 µH ±20%,Coilcraft,XAL7030-822ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-822ME,5.9,60.940
L_XAL7030-103ME,L,10 µH,inductor_footprints:XAL7030,https://www.coilcraft.com/getmedia/0d05a05e-d55d-4a0c-911d-46bd73686633/xal7030.pdf,INDUCTOR SMD 10 µH ±20%,Coilcraft,XAL7030-103ME,±20%,XAL7030,https://www.trustedparts.com/en/search/XAL7030-103ME,5.3,69.460
